distance_m,x_m,y_m,elevation_m,segment_index
623.0,-314.4864,188.9262,-7.9337,10
624.0,-314.0638,188.0199,-7.8877,10
625.0,-313.6411,187.1136,-7.8417,10
626.0,-313.2185,186.2073,-7.7957,10
627.0,-312.7959,185.3010,-7.7497,10
628.0,-312.3733,184.3947,-7.7037,10
629.0,-311.9507,183.4884,-7.6577,10
630.0,-311.5281,182.5821,-7.6117,10
631.0,-311.1054,181.6758,-7.5657,10
632.0,-310.6828,180.7695,-7.5197,10
633.0,-310.2602,179.8631,-7.4737,10
634.0,-309.8376,178.9568,-7.4277,10
635.0,-309.4150,178.0505,-7.3817,10
636.0,-308.9923,177.1442,-7.3357,10
637.0,-308.5697,176.2379,-7.2897,10
638.0,-308.1471,175.3316,-7.2437,10
639.0,-307.7245,174.4253,-7.1977,10
640.0,-307.3019,173.5190,-7.1517,10
641.0,-306.8793,172.6127,-7.1057,10
642.0,-306.4566,171.7064,-7.0598,10
643.0,-306.0340,170.8001,-7.0143,10
644.0,-305.6114,169.8938,-6.9695,10
645.0,-305.1888,168.9875,-6.9251,10
646.0,-304.7662,168.0811,-6.8814,10
647.0,-304.3435,167.1748,-6.8381,10
648.0,-303.9209,166.2685,-6.7955,10
649.0,-303.4983,165.3622,-6.7534,10
650.0,-303.0757,164.4559,-6.7118,10
651.0,-302.6531,163.5496,-6.6708,10
652.0,-302.2305,162.6433,-6.6304,10
653.0,-301.8078,161.7370,-6.5905,10
654.0,-301.3852,160.8307,-6.5512,10
655.0,-300.9626,159.9244,-6.5124,10
656.0,-300.5400,159.0181,-6.4742,10
657.0,-300.1174,158.1118,-6.4365,10
658.0,-299.6947,157.2055,-6.3994,10
659.0,-299.2721,156.2991,-6.3628,10
660.0,-298.8495,155.3928,-6.3268,10
661.0,-298.4269,154.4865,-6.2914,10
662.0,-298.0043,153.5802,-6.2565,10
663.0,-297.5817,152.6739,-6.2222,10
664.0,-297.1590,151.7676,-6.1884,10
665.0,-296.7364,150.8613,-6.1552,10
666.0,-296.3138,149.9550,-6.1225,10
667.0,-295.8912,149.0487,-6.0904,10
668.0,-295.4686,148.1424,-6.0589,10
669.0,-295.0459,147.2361,-6.0279,10
670.0,-294.6233,146.3298,-5.9974,10
671.0,-294.2007,145.4235,-5.9676,10
672.0,-293.7781,144.5171,-5.9382,10
673.0,-293.3555,143.6108,-5.9095,10
674.0,-292.9329,142.7045,-5.8812,10
675.0,-292.5102,141.7982,-5.8536,10
676.0,-292.0876,140.8919,-5.8265,11
677.0,-291.6650,139.9856,-5.7999,11
678.0,-291.2424,139.0793,-5.7739,11
679.0,-290.8198,138.1730,-5.7485,11
680.0,-290.3971,137.2667,-5.7236,11
681.0,-289.9745,136.3604,-5.6993,11
682.0,-289.5519,135.4541,-5.6755,11
683.0,-289.1293,134.5478,-5.6523,11
684.0,-288.7067,133.6415,-5.6296,11
685.0,-288.2841,132.7351,-5.6075,11
686.0,-287.8614,131.8288,-5.5859,11
687.0,-287.4388,130.9225,-5.5649,11
688.0,-287.0162,130.0162,-5.5445,11
689.0,-286.5936,129.1099,-5.5246,11
690.0,-286.1710,128.2036,-5.5053,11
691.0,-285.7483,127.2973,-5.4865,11
692.0,-285.3257,126.3910,-5.4683,11
693.0,-284.9031,125.4847,-5.4506,11
694.0,-284.4805,124.5784,-5.4335,11
695.0,-284.0579,123.6721,-5.4170,11
696.0,-283.6353,122.7658,-5.4010,11
697.0,-283.2126,121.8595,-5.3855,11
698.0,-282.7900,120.9531,-5.3707,11
699.0,-282.3674,120.0468,-5.3563,11
700.0,-281.9448,119.1405,-5.3426,11
701.0,-281.5222,118.2342,-5.3293,11
702.0,-281.0995,117.3279,-5.3167,11
703.0,-280.6769,116.4216,-5.3046,11
704.0,-280.2543,115.5153,-5.2930,11
705.0,-279.8317,114.6090,-5.2820,11
706.0,-279.4091,113.7027,-5.2716,11
707.0,-278.9865,112.7964,-5.2617,11
708.0,-278.5638,111.8901,-5.2524,11
709.0,-278.1412,110.9838,-5.2436,11
710.0,-277.7186,110.0774,-5.2354,11
711.0,-277.2960,109.1711,-5.2275,11
712.0,-276.8734,108.2648,-5.2196,11
713.0,-276.4507,107.3585,-5.2117,11
714.0,-276.0281,106.4522,-5.2039,11
715.0,-275.6055,105.5459,-5.1960,11
716.0,-275.1829,104.6396,-5.1881,11
717.0,-274.7603,103.7333,-5.1802,11
718.0,-274.3376,102.8270,-5.1724,11
719.0,-273.9150,101.9207,-5.1645,11
720.0,-273.4924,101.0144,-5.1566,11
721.0,-273.0698,100.1081,-5.1488,11
722.0,-272.6472,99.2018,-5.1409,11
723.0,-272.2246,98.2954,-5.1330,11
724.0,-271.8019,97.3891,-5.1252,11
725.0,-271.3793,96.4828,-5.1173,11
726.0,-270.9567,95.5765,-5.1094,11
727.0,-270.5341,94.6702,-5.1015,11
728.0,-270.1115,93.7639,-5.0937,11
729.0,-269.6888,92.8576,-5.0858,11
730.0,-269.2662,91.9513,-5.0779,11
731.0,-268.8436,91.0450,-5.0701,11
732.0,-268.4210,90.1387,-5.0622,11
733.0,-267.9984,89.2324,-5.0543,11
734.0,-267.5758,88.3261,-5.0464,11
735.0,-267.1531,87.4198,-5.0386,11
736.0,-266.7484,86.5054,-5.0307,12
737.0,-266.3857,85.5737,-5.0228,12
738.0,-266.0656,84.6264,-5.0150,12
739.0,-265.7889,83.6656,-5.0071,12
740.0,-265.5562,82.6932,-4.9992,12
741.0,-265.3679,81.7112,-4.9913,12
742.0,-265.2244,80.7217,-4.9835,12
743.0,-265.1261,79.7266,-4.9756,12
744.0,-265.0730,78.7282,-4.9677,12
745.0,-265.0653,77.7283,-4.9599,12
746.0,-265.1031,76.7291,-4.9520,12
747.0,-265.1863,75.7327,-4.9441,12
748.0,-265.3147,74.7411,-4.9362,12
749.0,-265.4879,73.7563,-4.9284,12
750.0,-265.7058,72.7805,-4.9205,12
751.0,-265.9677,71.8155,-4.9126,12
752.0,-266.2733,70.8634,-4.9048,12
753.0,-266.6217,69.9262,-4.8969,12
754.0,-267.0124,69.0058,-4.8890,12
755.0,-267.4446,68.1041,-4.8811,12
756.0,-267.9172,67.2230,-4.8733,12
757.0,-268.4294,66.3643,-4.8654,12
758.0,-268.9801,65.5297,-4.8575,12
759.0,-269.5681,64.7210,-4.8497,12
760.0,-270.1923,63.9398,-4.8418,12
761.0,-270.8514,63.1878,-4.8339,12
762.0,-271.5439,62.4666,-4.8260,12
763.0,-272.2685,61.7775,-4.8182,12
764.0,-273.0236,61.1221,-4.8103,12
765.0,-273.8077,60.5017,-4.8024,12
766.0,-274.6193,59.9175,-4.7946,12
767.0,-275.4565,59.3708,-4.7867,12
768.0,-276.3172,58.8619,-4.7788,13
769.0,-277.1833,58.3619,-4.7710,13
770.0,-278.0493,57.8619,-4.7631,13
771.0,-278.9153,57.3619,-4.7552,13
772.0,-279.7813,56.8619,-4.7473,13
773.0,-280.6474,56.3619,-4.7395,13
774.0,-281.5134,55.8619,-4.7316,13
775.0,-282.3794,55.3619,-4.7237,13
776.0,-283.2454,54.8619,-4.7159,13
777.0,-284.1115,54.3619,-4.7080,13
778.0,-284.9775,53.8619,-4.7001,13
779.0,-285.8435,53.3619,-4.6922,13
780.0,-286.7095,52.8619,-4.6844,13
781.0,-287.5756,52.3619,-4.6765,13
782.0,-288.4416,51.8619,-4.6686,13
783.0,-289.3076,51.3619,-4.6608,13
784.0,-290.1736,50.8619,-4.6529,13
785.0,-291.0397,50.3619,-4.6450,13
786.0,-291.9057,49.8619,-4.6371,13
787.0,-292.7717,49.3619,-4.6293,13
788.0,-293.6377,48.8619,-4.6214,13
789.0,-294.5038,48.3619,-4.6135,13
790.0,-295.3698,47.8619,-4.6057,13
791.0,-296.2358,47.3619,-4.5978,13
792.0,-297.1018,46.8619,-4.5899,13
793.0,-297.9679,46.3619,-4.5820,13
794.0,-298.8339,45.8619,-4.5742,13
795.0,-299.6999,45.3619,-4.5663,13
796.0,-300.5659,44.8619,-4.5584,13
797.0,-301.4277,44.3547,-4.5506,14
798.0,-302.2810,43.8332,-4.5427,14
799.0,-303.1254,43.2975,-4.5348,14
800.0,-303.9608,42.7478,-4.5269,14
801.0,-304.7869,42.1843,-4.5191,14
802.0,-305.6034,41.6071,-4.5112,14
803.0,-306.4103,41.0164,-4.5033,14
804.0,-307.2072,40.4123,-4.4955,14
805.0,-307.9939,39.7951,-4.4876,14
806.0,-308.7702,39.1648,-4.4797,14
807.0,-309.5360,38.5216,-4.4718,14
808.0,-310.2908,37.8658,-4.4640,14
809.0,-311.0347,37.1975,-4.4561,14
810.0,-311.7673,36.5168,-4.4482,14
811.0,-312.4885,35.8241,-4.4404,14
812.0,-313.1980,35.1194,-4.4325,14
813.0,-313.8957,34.4031,-4.4246,14
814.0,-314.5813,33.6752,-4.4167,14
815.0,-315.2548,32.9359,-4.4089,14
816.0,-315.9158,32.1856,-4.4010,14
817.0,-316.5642,31.4243,-4.3931,14
818.0,-317.1998,30.6523,-4.3853,14
819.0,-317.8225,29.8699,-4.3774,14
820.0,-318.4320,29.0771,-4.3695,14
821.0,-319.0283,28.2744,-4.3617,14
822.0,-319.6024,27.4557,-4.3538,15
823.0,-320.1388,26.6119,-4.3459,15
824.0,-320.6363,25.7445,-4.3380,15
825.0,-321.0938,24.8555,-4.3302,15
826.0,-321.5105,23.9466,-4.3223,15
827.0,-321.8854,23.0196,-4.3144,15
828.0,-322.2179,22.0767,-4.3066,15
829.0,-322.5071,21.1195,-4.2987,15
830.0,-322.7526,20.1503,-4.2908,15
831.0,-322.9538,19.1708,-4.2829,15
832.0,-323.1103,18.1833,-4.2751,15
833.0,-323.2217,17.1896,-4.2672,15
834.0,-323.2879,16.1919,-4.2593,15
835.0,-323.3086,15.1923,-4.2515,15
836.0,-323.2840,14.1927,-4.2436,15
837.0,-323.2139,13.1953,-4.2357,15
838.0,-323.0986,12.2021,-4.2278,15
839.0,-322.9383,11.2152,-4.2200,15
840.0,-322.7333,10.2365,-4.2121,15
841.0,-322.4841,9.2682,-4.2042,15
842.0,-322.1911,8.3122,-4.1964,15
843.0,-321.8550,7.3705,-4.1885,15
844.0,-321.4764,6.4451,-4.1806,15
845.0,-321.0562,5.5378,-4.1727,15
846.0,-320.5952,4.6505,-4.1649,15
847.0,-320.0944,3.7851,-4.1570,15
848.0,-319.5548,2.9434,-4.1491,15
849.0,-318.9839,2.1223,-4.1413,16
850.0,-318.4104,1.3032,-4.1334,16
851.0,-317.8368,0.4840,-4.1255,16
852.0,-317.2632,-0.3351,-4.1176,16
853.0,-316.6896,-1.1543,-4.1098,16
854.0,-316.1161,-1.9734,-4.1019,16
855.0,-315.5425,-2.7926,-4.0940,16
856.0,-314.9689,-3.6117,-4.0862,16
857.0,-314.3953,-4.4309,-4.0783,16
858.0,-313.8218,-5.2500,-4.0704,16
859.0,-313.2482,-6.0692,-4.0625,16
860.0,-312.6746,-6.8883,-4.0547,16
861.0,-312.1010,-7.7075,-4.0468,16
862.0,-311.5274,-8.5266,-4.0389,16
863.0,-310.9539,-9.3458,-4.0311,16
864.0,-310.3803,-10.1649,-4.0232,16
865.0,-309.8067,-10.9841,-4.0153,16
866.0,-309.2331,-11.8032,-4.0074,16
867.0,-308.6596,-12.6224,-3.9996,16
868.0,-308.0860,-13.4415,-3.9917,16
869.0,-307.5124,-14.2607,-3.9838,16
870.0,-306.9388,-15.0798,-3.9760,16
871.0,-306.3653,-15.8990,-3.9681,16
872.0,-305.7917,-16.7182,-3.9602,16
873.0,-305.2181,-17.5373,-3.9524,16
874.0,-304.6445,-18.3565,-3.9445,16
875.0,-304.0710,-19.1756,-3.9366,16
876.0,-303.4974,-19.9948,-3.9287,16
877.0,-302.9238,-20.8139,-3.9209,16
878.0,-302.3502,-21.6331,-3.9130,16
879.0,-301.7766,-22.4522,-3.9051,16
880.0,-301.2031,-23.2714,-3.8973,16
881.0,-300.6295,-24.0905,-3.8894,16
882.0,-300.0559,-24.9097,-3.8815,16
883.0,-299.4823,-25.7288,-3.8736,16
884.0,-298.9088,-26.5480,-3.8658,16
885.0,-298.3352,-27.3671,-3.8579,16
886.0,-297.7616,-28.1863,-3.8500,16
887.0,-297.1880,-29.0054,-3.8422,16
888.0,-296.6145,-29.8246,-3.8343,16
889.0,-296.0409,-30.6437,-3.8264,16
890.0,-295.4673,-31.4629,-3.8185,16
891.0,-294.8937,-32.2820,-3.8107,16
892.0,-294.3202,-33.1012,-3.8028,16
893.0,-293.7466,-33.9203,-3.7949,16
894.0,-293.1730,-34.7395,-3.7871,16
895.0,-292.5994,-35.5586,-3.7792,16
896.0,-292.0258,-36.3778,-3.7713,16
897.0,-291.4523,-37.1970,-3.7634,16
898.0,-290.8787,-38.0161,-3.7556,16
899.0,-290.3051,-38.8353,-3.7477,16
900.0,-289.7315,-39.6544,-3.7398,16
901.0,-289.1580,-40.4736,-3.7320,16
902.0,-288.5844,-41.2927,-3.7241,16
903.0,-288.0108,-42.1119,-3.7162,16
904.0,-287.4372,-42.9310,-3.7083,16
905.0,-286.8637,-43.7502,-3.7005,16
906.0,-286.2901,-44.5693,-3.6926,16
907.0,-285.7165,-45.3885,-3.6847,16
908.0,-285.1429,-46.2076,-3.6769,16
909.0,-284.5694,-47.0268,-3.6690,16
910.0,-283.9958,-47.8459,-3.6611,16
911.0,-283.4222,-48.6651,-3.6532,16
912.0,-282.8486,-49.4842,-3.6454,16
913.0,-282.2750,-50.3034,-3.6375,16
914.0,-281.7015,-51.1225,-3.6296,16
915.0,-281.1279,-51.9417,-3.6218,16
916.0,-280.5543,-52.7608,-3.6139,16
917.0,-279.9807,-53.5800,-3.6060,16
918.0,-279.4072,-54.3991,-3.5981,16
919.0,-278.8336,-55.2183,-3.5903,16
920.0,-278.2600,-56.0375,-3.5824,16
921.0,-277.6864,-56.8566,-3.5745,16
922.0,-277.1129,-57.6758,-3.5667,16
923.0,-276.5393,-58.4949,-3.5588,16
924.0,-275.9657,-59.3141,-3.5509,16
925.0,-275.3921,-60.1332,-3.5431,16
926.0,-274.8186,-60.9524,-3.5352,16
927.0,-274.2450,-61.7715,-3.5273,16
928.0,-273.6714,-62.5907,-3.5194,16
929.0,-273.0927,-63.4062,-3.5116,17
930.0,-272.4901,-64.2041,-3.5037,17
931.0,-271.8628,-64.9828,-3.4958,17
932.0,-271.2115,-65.7416,-3.4880,17
933.0,-270.5368,-66.4796,-3.4801,17
934.0,-269.8393,-67.1962,-3.4722,17
935.0,-269.1199,-67.8906,-3.4643,17
936.0,-268.3790,-68.5623,-3.4565,17
937.0,-267.6176,-69.2104,-3.4486,17
938.0,-266.8362,-69.8344,-3.4407,17
939.0,-266.0358,-70.4338,-3.4329,17
940.0,-265.2170,-71.0078,-3.4250,17
941.0,-264.3807,-71.5559,-3.4171,17
942.0,-263.5277,-72.0777,-3.4092,17
943.0,-262.6587,-72.5726,-3.4014,17
944.0,-261.7748,-73.0400,-3.3935,17
945.0,-260.8766,-73.4796,-3.3856,17
946.0,-259.9652,-73.8910,-3.3778,17
947.0,-259.0414,-74.2736,-3.3699,17
948.0,-258.1060,-74.6272,-3.3620,17
949.0,-257.1601,-74.9514,-3.3541,17
950.0,-256.2045,-75.2459,-3.3463,17
951.0,-255.2402,-75.5104,-3.3384,17
952.0,-254.2680,-75.7447,-3.3305,17
953.0,-253.2891,-75.9484,-3.3227,17
954.0,-252.3042,-76.1215,-3.3148,17
955.0,-251.3144,-76.2637,-3.3069,17
956.0,-250.3206,-76.3749,-3.2990,17
957.0,-249.3239,-76.4550,-3.2912,17
958.0,-248.3252,-76.5039,-3.2833,17
959.0,-247.3254,-76.5216,-3.2754,17
960.0,-246.3255,-76.5080,-3.2676,17
961.0,-245.3265,-76.4632,-3.2597,17
962.0,-244.3295,-76.3873,-3.2518,17
963.0,-243.3353,-76.2802,-3.2439,17
964.0,-242.3449,-76.1420,-3.2361,17
965.0,-241.3593,-75.9731,-3.2282,17
966.0,-240.3795,-75.7734,-3.2203,17
967.0,-239.4064,-75.5431,-3.2125,17
968.0,-238.4410,-75.2826,-3.2046,17
969.0,-237.4842,-74.9921,-3.1967,17
970.0,-236.5369,-74.6718,-3.1889,17
971.0,-235.6001,-74.3221,-3.1810,17
972.0,-234.6747,-73.9432,-3.1731,17
973.0,-233.7616,-73.5357,-3.1652,17
974.0,-232.8617,-73.0998,-3.1574,17
975.0,-231.9758,-72.6360,-3.1495,17
976.0,-231.1048,-72.1447,-3.1416,17
977.0,-230.2388,-71.6447,-3.1338,18
978.0,-229.3728,-71.1447,-3.1259,18
979.0,-228.5067,-70.6447,-3.1180,18
980.0,-227.6407,-70.1447,-3.1101,18
981.0,-226.7747,-69.6447,-3.1023,18
982.0,-225.9087,-69.1447,-3.0944,18
983.0,-225.0426,-68.6447,-3.0865,18
984.0,-224.1766,-68.1447,-3.0787,18
985.0,-223.3106,-67.6447,-3.0708,18
986.0,-222.4445,-67.1447,-3.0629,18
987.0,-221.5785,-66.6447,-3.0550,18
988.0,-220.7125,-66.1447,-3.0472,18
989.0,-219.8465,-65.6447,-3.0393,18
990.0,-218.9804,-65.1447,-3.0314,18
991.0,-218.1144,-64.6447,-3.0236,18
992.0,-217.2484,-64.1447,-3.0157,18
993.0,-216.3824,-63.6447,-3.0078,18
994.0,-215.5163,-63.1447,-2.9999,18
995.0,-214.6503,-62.6447,-2.9921,18
996.0,-213.7843,-62.1447,-2.9842,18
997.0,-212.9183,-61.6447,-2.9763,18
998.0,-212.0522,-61.1447,-2.9685,18
999.0,-211.1862,-60.6447,-2.9606,18
1000.0,-210.3202,-60.1447,-2.9527,18
1001.0,-209.4542,-59.6447,-2.9448,18
1002.0,-208.5881,-59.1447,-2.9370,18
1003.0,-207.7221,-58.6447,-2.9291,18
1004.0,-206.8561,-58.1447,-2.9212,18
1005.0,-205.9901,-57.6447,-2.9134,18
1006.0,-205.1240,-57.1447,-2.9055,18
1007.0,-204.2580,-56.6447,-2.8976,18
1008.0,-203.3920,-56.1447,-2.8897,18
1009.0,-202.5260,-55.6447,-2.8819,18
1010.0,-201.6599,-55.1447,-2.8740,18
1011.0,-200.7939,-54.6447,-2.8661,18
1012.0,-199.9279,-54.1447,-2.8583,18
1013.0,-199.0619,-53.6447,-2.8504,18
1014.0,-198.1958,-53.1447,-2.8425,18
1015.0,-197.3259,-52.6515,-2.8346,19
1016.0,-196.4410,-52.1858,-2.8268,19
1017.0,-195.5420,-51.7480,-2.8189,19
1018.0,-194.6298,-51.3384,-2.8110,19
1019.0,-193.7052,-50.9576,-2.8032,19
1020.0,-192.7691,-50.6058,-2.7953,19
1021.0,-191.8225,-50.2835,-2.7874,19
1022.0,-190.8663,-49.9908,-2.7796,19
1023.0,-189.9015,-49.7282,-2.7717,19
1024.0,-188.9289,-49.4959,-2.7638,19
1025.0,-187.9495,-49.2941,-2.7559,19
1026.0,-186.9642,-49.1230,-2.7481,19
1027.0,-185.9742,-48.9827,-2.7402,19
1028.0,-184.9802,-48.8735,-2.7323,19
1029.0,-183.9833,-48.7953,-2.7245,19
1030.0,-182.9844,-48.7484,-2.7166,19
1031.0,-181.9846,-48.7327,-2.7087,19
1032.0,-180.9847,-48.7482,-2.7008,19
1033.0,-179.9858,-48.7949,-2.6930,19
1034.0,-178.9889,-48.8729,-2.6851,19
1035.0,-177.9949,-48.9819,-2.6772,19
1036.0,-177.0048,-49.1220,-2.6694,19
1037.0,-176.0196,-49.2929,-2.6615,19
1038.0,-175.0401,-49.4946,-2.6536,19
1039.0,-174.0675,-49.7267,-2.6457,19
1040.0,-173.1026,-49.9891,-2.6379,19
1041.0,-172.1463,-50.2815,-2.6300,19
1042.0,-171.1997,-50.6037,-2.6221,19
1043.0,-170.2635,-50.9553,-2.6143,19
1044.0,-169.3389,-51.3359,-2.6064,19
1045.0,-168.4265,-51.7453,-2.5985,19
1046.0,-167.5274,-52.1830,-2.5906,19
1047.0,-166.6425,-52.6485,-2.5828,19
1048.0,-165.7725,-53.1415,-2.5749,19
1049.0,-164.9183,-53.6614,-2.5670,19
1050.0,-164.0808,-54.2078,-2.5592,19
1051.0,-163.2607,-54.7800,-2.5513,19
1052.0,-162.4590,-55.3776,-2.5434,19
1053.0,-161.6763,-56.0000,-2.5355,19
1054.0,-160.9134,-56.6465,-2.5277,19
1055.0,-160.1712,-57.3165,-2.5198,19
1056.0,-159.4502,-58.0094,-2.5119,19
1057.0,-158.7512,-58.7245,-2.5041,19
1058.0,-158.0749,-59.4611,-2.4962,19
1059.0,-157.4219,-60.2184,-2.4883,19
1060.0,-156.7929,-60.9958,-2.4804,19
1061.0,-156.1885,-61.7924,-2.4726,19
1062.0,-155.6090,-62.6073,-2.4647,20
1063.0,-155.0354,-63.4265,-2.4568,20
1064.0,-154.4618,-64.2456,-2.4490,20
1065.0,-153.8882,-65.0648,-2.4411,20
1066.0,-153.3147,-65.8839,-2.4332,20
1067.0,-152.7411,-66.7031,-2.4253,20
1068.0,-152.1675,-67.5222,-2.4175,20
1069.0,-151.5939,-68.3414,-2.4096,20
1070.0,-151.0204,-69.1605,-2.4017,20
1071.0,-150.4468,-69.9797,-2.3939,20
1072.0,-149.8732,-70.7988,-2.3860,20
1073.0,-149.2996,-71.6180,-2.3781,20
1074.0,-148.7261,-72.4371,-2.3703,20
1075.0,-148.1525,-73.2563,-2.3624,20
1076.0,-147.5789,-74.0754,-2.3545,20
1077.0,-147.0053,-74.8946,-2.3466,20
1078.0,-146.4317,-75.7137,-2.3388,20
1079.0,-145.8582,-76.5329,-2.3309,20
1080.0,-145.2846,-77.3520,-2.3230,20
1081.0,-144.7110,-78.1712,-2.3152,20
1082.0,-144.1374,-78.9903,-2.3073,20
1083.0,-143.5639,-79.8095,-2.2994,20
1084.0,-142.9903,-80.6287,-2.2915,20
1085.0,-142.4167,-81.4478,-2.2837,20
1086.0,-141.8431,-82.2670,-2.2758,20
1087.0,-141.2696,-83.0861,-2.2679,20
1088.0,-140.6960,-83.9053,-2.2601,20
1089.0,-140.1224,-84.7244,-2.2522,20
1090.0,-139.5488,-85.5436,-2.2443,20
1091.0,-138.9753,-86.3627,-2.2364,20
1092.0,-138.4017,-87.1819,-2.2286,20
1093.0,-137.8281,-88.0010,-2.2207,20
1094.0,-137.2545,-88.8202,-2.2128,20
1095.0,-136.6809,-89.6393,-2.2050,20
1096.0,-136.1074,-90.4585,-2.1971,20
1097.0,-135.5338,-91.2776,-2.1892,20
1098.0,-134.9602,-92.0968,-2.1813,20
1099.0,-134.3866,-92.9159,-2.1735,20
1100.0,-133.8131,-93.7351,-2.1656,20
1101.0,-133.2395,-94.5542,-2.1577,20
1102.0,-132.6659,-95.3734,-2.1499,20
1103.0,-132.0923,-96.1925,-2.1420,20
1104.0,-131.5188,-97.0117,-2.1341,20
1105.0,-130.9452,-97.8308,-2.1262,20
1106.0,-130.3716,-98.6500,-2.1184,20
1107.0,-129.7980,-99.4691,-2.1105,20
1108.0,-129.2245,-100.2883,-2.1026,20
1109.0,-128.6509,-101.1075,-2.0948,20
1110.0,-128.0773,-101.9266,-2.0869,20
1111.0,-127.5037,-102.7458,-2.0790,20
1112.0,-126.9301,-103.5649,-2.0711,20
1113.0,-126.3566,-104.3841,-2.0633,20
1114.0,-125.7830,-105.2032,-2.0554,20
1115.0,-125.2094,-106.0224,-2.0475,20
1116.0,-124.6358,-106.8415,-2.0397,20
1117.0,-124.0623,-107.6607,-2.0318,20
1118.0,-123.4887,-108.4798,-2.0239,20
1119.0,-122.9151,-109.2990,-2.0161,20
1120.0,-122.3415,-110.1181,-2.0082,20
1121.0,-121.7680,-110.9373,-2.0003,20
1122.0,-121.1944,-111.7564,-1.9924,20
1123.0,-120.6208,-112.5756,-1.9846,20
1124.0,-120.0472,-113.3947,-1.9767,20
1125.0,-119.4737,-114.2139,-1.9688,20
1126.0,-118.9001,-115.0330,-1.9610,20
1127.0,-118.3265,-115.8522,-1.9531,20
1128.0,-117.7529,-116.6713,-1.9452,20
1129.0,-117.1793,-117.4905,-1.9373,20
1130.0,-116.6058,-118.3096,-1.9295,20
1131.0,-116.0322,-119.1288,-1.9216,20
1132.0,-115.4586,-119.9479,-1.9137,20
1133.0,-114.8850,-120.7671,-1.9059,20
1134.0,-114.3115,-121.5863,-1.8980,20
1135.0,-113.7379,-122.4054,-1.8901,20
1136.0,-113.1643,-123.2246,-1.8822,20
1137.0,-112.5907,-124.0437,-1.8744,20
1138.0,-112.0172,-124.8629,-1.8665,20
1139.0,-111.4436,-125.6820,-1.8586,20
1140.0,-110.8700,-126.5012,-1.8508,20
1141.0,-110.2964,-127.3203,-1.8429,20
1142.0,-109.7222,-128.1390,-1.8350,21
1143.0,-109.1337,-128.9475,-1.8271,21
1144.0,-108.5274,-129.7427,-1.8193,21
1145.0,-107.9035,-130.5242,-1.8114,21
1146.0,-107.2625,-131.2917,-1.8035,21
1147.0,-106.6046,-132.0447,-1.7957,21
1148.0,-105.9300,-132.7829,-1.7878,21
1149.0,-105.2393,-133.5060,-1.7799,21
1150.0,-104.5327,-134.2136,-1.7720,21
1151.0,-103.8105,-134.9052,-1.7642,21
1152.0,-103.0731,-135.5807,-1.7563,21
1153.0,-102.3209,-136.2396,-1.7484,21
1154.0,-101.5542,-136.8816,-1.7406,21
1155.0,-100.7735,-137.5064,-1.7327,21
1156.0,-99.9790,-138.1138,-1.7248,21
1157.0,-99.1713,-138.7032,-1.7169,21
1158.0,-98.3506,-139.2746,-1.7091,21
1159.0,-97.5175,-139.8276,-1.7012,21
1160.0,-96.6722,-140.3620,-1.6933,21
1161.0,-95.8153,-140.8774,-1.6855,21
1162.0,-94.9472,-141.3737,-1.6776,21
1163.0,-94.0682,-141.8506,-1.6697,21
1164.0,-93.1789,-142.3078,-1.6618,21
1165.0,-92.2796,-142.7451,-1.6540,21
1166.0,-91.3709,-143.1624,-1.6461,21
1167.0,-90.4530,-143.5594,-1.6382,21
1168.0,-89.5266,-143.9358,-1.6304,21
1169.0,-88.5921,-144.2916,-1.6225,21
1170.0,-87.6499,-144.6265,-1.6146,21
1171.0,-86.7004,-144.9405,-1.6068,21
1172.0,-85.7443,-145.2332,-1.5989,21
1173.0,-84.7818,-145.5046,-1.5910,21
1174.0,-83.8136,-145.7546,-1.5831,21
1175.0,-82.8401,-145.9830,-1.5753,21
1176.0,-81.8617,-146.1897,-1.5674,21
1177.0,-80.8790,-146.3746,-1.5595,21
1178.0,-79.8924,-146.5376,-1.5517,21
1179.0,-78.9024,-146.6787,-1.5438,21
1180.0,-77.9097,-146.7993,-1.5359,22
1181.0,-76.9153,-146.9052,-1.5280,22
1182.0,-75.9196,-146.9968,-1.5202,22
1183.0,-74.9226,-147.0743,-1.5123,22
1184.0,-73.9246,-147.1374,-1.5044,22
1185.0,-72.9258,-147.1864,-1.4966,22
1186.0,-71.9264,-147.2210,-1.4887,22
1187.0,-70.9266,-147.2414,-1.4808,22
1188.0,-69.9267,-147.2475,-1.4729,22
1189.0,-68.9267,-147.2393,-1.4651,22
1190.0,-67.9270,-147.2168,-1.4572,22
1191.0,-66.9277,-147.1800,-1.4493,22
1192.0,-65.9290,-147.1290,-1.4415,22
1193.0,-64.9311,-147.0637,-1.4336,22
1194.0,-63.9343,-146.9842,-1.4257,22
1195.0,-62.9387,-146.8904,-1.4178,22
1196.0,-61.9446,-146.7824,-1.4100,22
1197.0,-60.9521,-146.6602,-1.4021,22
1198.0,-59.9614,-146.5239,-1.3942,22
1199.0,-58.9728,-146.3734,-1.3864,22
1200.0,-57.9865,-146.2088,-1.3785,22
1201.0,-57.0026,-146.0302,-1.3706,22
1202.0,-56.0213,-145.8375,-1.3627,22
1203.0,-55.0429,-145.6308,-1.3549,22
1204.0,-54.0676,-145.4101,-1.3470,22
1205.0,-53.0955,-145.1755,-1.3391,22
