distance_m,speed_kmh,gear,lateral_g
997.0,110.88,5,0.000
998.0,111.23,5,0.000
999.0,111.58,5,0.000
1000.0,111.92,5,0.000
1001.0,112.26,5,0.000
1002.0,112.59,5,0.000
1003.0,112.92,5,0.000
1004.0,113.25,5,0.000
1005.0,113.57,5,0.000
1006.0,113.89,5,0.000
1007.0,114.20,5,0.000
1008.0,113.38,5,0.000
1009.0,111.66,5,0.000
1010.0,109.91,5,0.000
1011.0,108.14,4,0.000
1012.0,106.33,4,0.000
1013.0,104.50,4,0.000
1014.0,102.63,4,0.000
1015.0,102.27,4,1.719
1016.0,102.27,4,1.719
1017.0,102.27,4,1.719
1018.0,102.27,4,1.719
1019.0,102.27,4,1.719
1020.0,102.27,4,1.719
1021.0,102.27,4,1.719
1022.0,102.27,4,1.719
1023.0,102.27,4,1.719
1024.0,102.27,4,1.719
1025.0,102.27,4,1.719
1026.0,102.27,4,1.719
1027.0,102.27,4,1.719
1028.0,102.27,4,1.719
1029.0,102.27,4,1.719
1030.0,102.27,4,1.719
1031.0,102.27,4,1.719
1032.0,102.27,4,1.719
1033.0,102.27,4,1.719
1034.0,102.27,4,1.719
1035.0,102.27,4,1.719
1036.0,102.27,4,1.719
1037.0,102.27,4,1.719
1038.0,102.27,4,1.719
1039.0,102.27,4,1.719
1040.0,102.27,4,1.719
1041.0,102.27,4,1.719
1042.0,102.27,4,1.719
1043.0,102.27,4,1.719
1044.0,102.27,4,1.719
1045.0,102.27,4,1.719
1046.0,102.27,4,1.719
1047.0,102.27,4,1.719
1048.0,102.27,4,1.719
1049.0,102.27,4,1.719
1050.0,102.27,4,1.719
1051.0,102.27,4,1.719
1052.0,102.27,4,1.719
1053.0,102.27,4,1.719
1054.0,102.27,4,1.719
1055.0,102.27,4,1.719
1056.0,102.27,4,1.719
1057.0,102.27,4,1.719
1058.0,102.27,4,1.719
1059.0,102.27,4,1.719
1060.0,102.27,4,1.719
1061.0,102.27,4,1.719
1062.0,102.38,4,0.000
1063.0,102.84,4,0.000
1064.0,103.30,4,0.000
1065.0,103.75,4,0.000
1066.0,104.20,4,0.000
1067.0,104.63,4,0.000
1068.0,105.07,4,0.000
1069.0,105.49,4,0.000
1070.0,105.92,4,0.000
1071.0,106.33,4,0.000
1072.0,106.74,4,0.000
1073.0,107.15,4,0.000
1074.0,107.55,4,0.000
1075.0,107.94,4,0.000
1076.0,108.33,4,0.000
1077.0,108.71,4,0.000
1078.0,109.09,4,0.000
1079.0,109.47,4,0.000
1080.0,109.84,5,0.000
1081.0,110.20,5,0.000
1082.0,110.56,5,0.000
1083.0,110.92,5,0.000
1084.0,111.27,5,0.000
1085.0,111.61,5,0.000
1086.0,111.95,5,0.000
1087.0,112.29,5,0.000
1088.0,112.63,5,0.000
1089.0,112.95,5,0.000
1090.0,113.28,5,0.000
1091.0,113.60,5,0.000
1092.0,113.92,5,0.000
1093.0,114.23,5,0.000
1094.0,114.54,5,0.000
1095.0,114.85,5,0.000
1096.0,115.15,5,0.000
1097.0,115.45,5,0.000
1098.0,115.74,5,0.000
1099.0,116.03,5,0.000
1100.0,116.32,5,0.000
1101.0,116.61,5,0.000
1102.0,116.89,5,0.000
1103.0,117.17,5,0.000
1104.0,117.44,5,0.000
1105.0,117.71,5,0.000
1106.0,117.98,5,0.000
1107.0,118.24,5,0.000
1108.0,118.51,5,0.000
1109.0,118.76,5,0.000
1110.0,119.02,5,0.000
1111.0,119.27,5,0.000
1112.0,119.52,5,0.000
1113.0,119.77,5,0.000
1114.0,120.01,5,0.000
1115.0,120.25,5,0.000
1116.0,120.49,5,0.000
1117.0,120.73,5,0.000
1118.0,120.96,5,0.000
1119.0,121.19,5,0.000
1120.0,121.42,5,0.000
1121.0,121.64,5,0.000
1122.0,121.87,5,0.000
1123.0,122.09,5,0.000
1124.0,122.31,5,0.000
1125.0,122.52,5,0.000
1126.0,122.73,5,0.000
1127.0,122.94,5,0.000
1128.0,123.15,5,0.000
1129.0,123.36,5,0.000
1130.0,123.56,5,0.000
1131.0,123.76,5,0.000
1132.0,123.96,5,0.000
1133.0,124.16,5,0.000
1134.0,124.23,5,0.000
1135.0,122.71,5,0.000
1136.0,121.12,5,0.000
1137.0,119.51,5,0.000
1138.0,117.88,5,0.000
1139.0,116.23,5,0.000
1140.0,114.55,5,0.000
1141.0,112.85,5,0.000
1142.0,111.90,5,1.796
1143.0,111.90,5,1.796
1144.0,111.90,5,1.796
1145.0,111.90,5,1.796
1146.0,111.90,5,1.796
1147.0,111.90,5,1.796
1148.0,111.90,5,1.796
1149.0,111.90,5,1.796
1150.0,111.90,5,1.796
1151.0,111.90,5,1.796
1152.0,111.90,5,1.796
1153.0,111.90,5,1.796
1154.0,111.90,5,1.796
1155.0,111.90,5,1.796
1156.0,111.90,5,1.796
1157.0,111.90,5,1.796
1158.0,111.90,5,1.796
1159.0,111.90,5,1.796
1160.0,111.90,5,1.796
1161.0,111.90,5,1.796
1162.0,111.90,5,1.796
1163.0,111.90,5,1.796
1164.0,111.90,5,1.796
1165.0,111.90,5,1.796
1166.0,111.90,5,1.796
1167.0,111.90,5,1.796
1168.0,111.90,5,1.796
1169.0,111.90,5,1.796
1170.0,111.90,5,1.796
1171.0,111.90,5,1.796
1172.0,111.90,5,1.796
1173.0,111.90,5,1.796
1174.0,111.90,5,1.796
1175.0,111.90,5,1.796
1176.0,111.90,5,1.796
1177.0,111.90,5,1.796
1178.0,111.90,5,1.796
1179.0,111.90,5,1.796
1180.0,111.90,5,1.796
1181.0,111.90,5,1.796
1182.0,111.90,5,1.796
1183.0,111.90,5,1.796
1184.0,111.90,5,1.796
1185.0,111.90,5,1.796
1186.0,111.90,5,1.796
1187.0,111.90,5,1.796
1188.0,111.90,5,1.796
1189.0,111.90,5,1.796
1190.0,111.90,5,1.796
1191.0,111.90,5,1.796
1192.0,111.90,5,1.796
1193.0,111.90,5,1.796
1194.0,111.90,5,1.796
1195.0,111.90,5,1.796
1196.0,111.90,5,1.796
1197.0,111.90,5,1.796
1198.0,111.90,5,1.796
1199.0,111.90,5,1.796
1200.0,111.90,5,1.796
1201.0,111.90,5,1.796
1202.0,111.90,5,1.796
1203.0,111.90,5,1.796
1204.0,111.90,5,1.796
1205.0,111.90,5,1.796
1206.0,111.90,5,1.796
1207.0,111.90,5,1.796
1208.0,111.90,5,1.796
1209.0,111.90,5,1.796
1210.0,111.90,5,1.796
1211.0,111.90,5,1.796
1212.0,111.90,5,1.796
1213.0,111.90,5,1.796
1214.0,111.90,5,1.796
1215.0,111.90,5,1.796
1216.0,111.90,5,1.796
1217.0,111.90,5,1.796
1218.0,111.90,5,1.796
1219.0,111.90,5,1.796
1220.0,111.90,5,1.796
1221.0,111.90,5,1.796
1222.0,111.90,5,1.796
1223.0,111.90,5,1.796
1224.0,111.90,5,1.796
1225.0,111.90,5,1.796
1226.0,111.90,5,1.796
1227.0,111.90,5,1.796
1228.0,111.90,5,1.796
1229.0,111.90,5,1.796
1230.0,111.90,5,1.796
1231.0,111.90,5,1.796
1232.0,111.90,5,1.796
1233.0,111.90,5,1.796
1234.0,111.90,5,1.796
1235.0,111.90,5,1.796
1236.0,111.90,5,1.796
1237.0,111.90,5,1.796
1238.0,111.90,5,1.796
1239.0,111.90,5,1.796
1240.0,111.90,5,1.796
1241.0,111.90,5,1.796
1242.0,111.90,5,1.796
1243.0,111.90,5,1.796
1244.0,111.90,5,1.796
1245.0,111.90,5,1.796
1246.0,111.90,5,1.796
1247.0,111.90,5,1.796
1248.0,111.90,5,1.796
1249.0,111.90,5,1.796
1250.0,111.90,5,1.796
1251.0,111.90,5,1.796
1252.0,111.90,5,1.796
1253.0,111.90,5,1.796
1254.0,111.90,5,1.796
1255.0,111.90,5,1.796
1256.0,111.90,5,1.796
1257.0,111.90,5,1.796
1258.0,111.90,5,1.796
1259.0,111.90,5,1.796
1260.0,111.90,5,1.796
1261.0,111.90,5,1.796
1262.0,111.90,5,1.796
1263.0,111.90,5,1.796
1264.0,111.90,5,1.796
1265.0,111.90,5,1.796
1266.0,111.90,5,1.796
1267.0,111.90,5,1.796
1268.0,111.90,5,1.796
1269.0,111.90,5,1.796
1270.0,111.90,5,1.796
1271.0,111.90,5,1.796
1272.0,111.90,5,1.796
1273.0,111.90,5,1.796
1274.0,111.90,5,1.796
1275.0,111.90,5,1.796
1276.0,111.90,5,1.796
1277.0,111.90,5,1.796
1278.0,111.90,5,1.796
1279.0,111.90,5,1.796
1280.0,111.90,5,1.796
1281.0,111.90,5,1.796
1282.0,111.90,5,1.796
1283.0,111.90,5,1.796
1284.0,111.90,5,1.796
1285.0,111.90,5,1.796
1286.0,111.90,5,1.796
1287.0,111.90,5,1.796
1288.0,111.90,5,1.796
1289.0,111.90,5,1.796
1290.0,111.90,5,1.796
1291.0,111.90,5,1.796
1292.0,111.90,5,1.796
1293.0,111.90,5,1.796
1294.0,111.90,5,1.796
1295.0,111.90,5,1.796
1296.0,111.90,5,1.796
1297.0,111.90,5,1.796
1298.0,111.93,5,0.000
1299.0,112.24,5,0.000
1300.0,112.57,5,0.000
1301.0,112.90,5,0.000
1302.0,113.23,5,0.000
1303.0,113.55,5,0.000
1304.0,113.87,5,0.000
1305.0,114.18,5,0.000
1306.0,114.49,5,0.000
1307.0,114.80,5,0.000
1308.0,115.10,5,0.000
1309.0,115.40,5,0.000
1310.0,115.69,5,0.000
1311.0,115.99,5,0.000
1312.0,116.27,5,0.000
1313.0,116.56,5,0.000
1314.0,116.84,5,0.000
1315.0,117.12,5,0.000
1316.0,117.39,5,0.000
1317.0,117.67,5,0.000
1318.0,117.93,5,0.000
1319.0,118.20,5,0.000
1320.0,118.46,5,0.000
1321.0,118.72,5,0.000
1322.0,118.98,5,0.000
1323.0,119.23,5,0.000
1324.0,119.48,5,0.000
1325.0,119.73,5,0.000
1326.0,119.97,5,0.000
1327.0,120.21,5,0.000
1328.0,120.45,5,0.000
1329.0,120.69,5,0.000
1330.0,120.92,5,0.000
1331.0,121.15,5,0.000
1332.0,121.38,5,0.000
1333.0,121.61,5,0.000
1334.0,121.83,5,0.000
1335.0,122.05,5,0.000
1336.0,122.27,5,0.000
1337.0,122.48,5,0.000
1338.0,122.70,5,0.000
1339.0,122.91,5,0.000
1340.0,123.12,5,0.000
1341.0,123.32,5,0.000
1342.0,123.53,5,0.000
1343.0,123.73,5,0.000
1344.0,123.93,5,0.000
1345.0,124.12,5,0.000
1346.0,124.32,5,0.000
1347.0,124.51,5,0.000
1348.0,124.70,5,0.000
1349.0,124.89,5,0.000
1350.0,125.08,5,0.000
1351.0,125.26,5,0.000
1352.0,125.44,5,0.000
1353.0,125.62,5,0.000
1354.0,125.80,5,0.000
1355.0,125.98,5,0.000
1356.0,126.15,5,0.000
1357.0,126.33,5,0.000
1358.0,126.50,5,0.000
1359.0,126.67,6,0.000
1360.0,126.83,6,0.000
1361.0,127.00,6,0.000
1362.0,127.16,6,0.000
1363.0,127.32,6,0.000
1364.0,127.48,6,0.000
1365.0,127.64,6,0.000
1366.0,127.80,6,0.000
1367.0,127.95,6,0.000
1368.0,128.11,6,0.000
1369.0,128.26,6,0.000
1370.0,128.41,6,0.000
1371.0,128.56,6,0.000
1372.0,128.70,6,0.000
1373.0,128.85,6,0.000
1374.0,128.99,6,0.000
1375.0,129.13,6,0.000
